"User ID","Anonymized User ID","Course Specific Anonymized User ID"
"18","19582d0facba57d9ebf78bb39f55915d","6f0e341edc45d4a951946c732433eb8c"
"65","5d796723f43eed9338978e6de72c94b9","2e562375faa4594a7280ef7e1694b3ee"
"173","1889edc3d79429c9dee634b609a2a9ca","d865fb99c5f0d6f938e4daec85806799"
"230","203d77c51304119642763dcdfffbace4","3c5ae5a76fdfa8ed33ad6d318a417d93"
"349","2cc237fd9e70e434bf9f1ae0d113b88d","7108fbb61cc39f32ad27de705f3bc828"
"407","d737f538719d5e3862d159f9f2c73087","2e4f5a3559172f56382c996ba87654b9"
"441","261bb888617f6bdb0f388a884c0f91f1","8ea0421578e0a4c12365be15db178080"
"556","0aed8651f16477fb6686b8a34e137d52","a00b418a5463a73295e42f2b819f7f1f"
"753","32119e013e2736c0438f972e88a84d22","31888791ab662694ae1b67d06cab60e0"
"823","031d52dd21af57e6264320193b529d7c","742779a19351045e85830855ae764384"
"967","fcf5741e0cf7d755340675b07e3fd268","6b93dcd23d35b57f304dd1cc8b0f2ac6"
"992","9efc56798b0669f82ca079b5df278e1e","472e9c82b9ebaaf5f3a34e42487cf5de"
"1054","91f189d46cdb007cd8e0ccb48db19048","240b25e275e39e91fe2f140c56583296"
"1059","0fb5548ebea85970c9308851b1a09e09","d0ad1c22e8fd46a0db825e64bd3c1ad5"
"1088","10ddedf536a9d91061f2cf68224eaf69","90ff9113b29bb33e6bf286d75274aaa7"
"1162","5105f81f22d83e47c20913c2057338c3","aea51417fdad2577283f2e01076f395d"
"1196","46af7197e0e0b2299880920e0da4a714","52592a9802dc9a42d052d84e17408a88"
"1220","a4c01112cf674048930c4be0a2e0c8a3","7a970954dc0459b934f7abc93902605d"
"1295","6cffdd8eb097ea1c1ce3067797b4880f","9482eca47459a6525bc2d79f55a4b085"
"1313","be5fd6fc37a594d86625521f496ec987","e84acc672fa1400409bdd079cf5dcdca"
"1392","aaae632707ab0ee58245db8ecc1684ef","c2cd8b517a97404eab6b3344343f24fb"
"1547","19ce4b49ead220755cc204b3cbb5dadc","0f43a6e2f0ea8f642a73380bbde9c1f6"
"1645","55587aecb45948e11f7a17b375f54050","dace319393553ea3596c110544aaa9c8"
"1735","3fa9956e481b6dd3abb546ff48ff5f6c","06cd22b0f0c9efacd544a323049a6dd5"
"1867","cb8a9e6542d796df8cc68cad6bfc9ea5","d7ba5581aacba5c50b8e3ff6ae7da89c"
"2073","5b247b63861f6133c00cef68e69ee906","9244d311ba198c94f4a0fde0c096157d"
"2264","079caad2c10c14f367862db67cdfaaba","562598d2883816ff8941f019187c84ec"
"2936","d62e22cf98ba07300b66937227b003f1","88cf545a5dbc1867a20a357d0f8a312e"
"2964","e23d7e81ce97c96df233b979bbf9c0b9","46dffd82ef320f3f5f2693ab44505722"
"3078","13a063d3e5a2461fce6e0c6a3e7d20c1","9cc0734f72691a9c11e571d05bc31096"
"3088","8d281bc01cd3ceeb0cf3a9a7b8011f2b","f7b03b7480099fb4e6c164f84dee6c34"
"3117","e009451c3de4758d37f2ba292eff61a8","5008091c8a038bdeac4b6daf082f88f9"
"3193","768a1657c59448a7a22188d4205b3d0e","bed927e4e2595c0d9557a22ab88a3b11"
"3271","fab93b7d93d063b5dc93773cf9c546db","161c964f4a6f6b89c7e1ae86ed647111"
"3494","fd64595be56f1e0c767514684ee3656c","8a23f0a26dcca74a1e4296a5ceb22044"
"3559","72ac9fa787109881d5b756b231ada5ed","dc8a4368dc0d1f56f1e9b2bb38805783"
"3646","10a65ccc474d2c36ae47b8190f12227d","d8e8d65e982710d27883b9b0a9702fc5"
"3687","1534d5fd2548b425d0d8bad47d9477c7","13da50c0ffe1de1fb62e37795e5b83f5"
"3704","5f40c20f4f1425ed743d62827abee6bf","a93303d6e51d53e0c1d4bf38db925cb8"
"4108","3ffd968777bfe0dc7874994687c0f120","368eab5af955c92cbeb175bbaa3d005a"
"4216","506f82d92e10f9e36d836708c80ae5c5","6c832c60f340afd5bfa5e802b0ad8066"
"4381","f44b3f78ba8511a6915f384505a8c867","487f6c6b80d95eac98dba8d0678f3663"
"4395","178bba9c904ff79c2f205c8ea2262f9a","7cad0b821b6d05eb761ed46b32e62307"
"4525","153e84fbc0ebd3118516f40bf49078bc","85cd427a1b708f4229331ef2b218de8a"
"4588","aeb681ed357371e0086cad256bf0a29f","77ac18b376383bd82353f59a43c3d419"
"4672","ee3946fb7d462495c65c5e3b5e48ea5f","4df45bd895e032a5fc212280048fda04"
"4674","0f58a268d59bc558eb1cd6a0bfb94767","4b6e186ad9813a892c5aab887ce4aefe"
"4691","96b02ea6d4c5be7d337162aad7139b09","1d9b76b151ac9496c6562ec07c396a74"
"4773","04a8ea8bf9669212972832b63608aa5b","ae59dcb8862bdf308533e320859a7d68"
"4820","5f16347c012145f66c866dc44cb11102","8a8773552967c4eb80811e4df5578042"
"4873","97a3308813f369dca3a6002e15b9f5da","0195ab001d5382c8a6cc1599e96e6e3d"
"4916","273fec2b324290fc95343d11adaad44f","2d1e83be966313f155c35971c9811c06"
"5037","82b3a06dd4db81dbc3724d800144f031","329dda8bff44846785bd292a3db943ce"
"5127","86e2a4cd836da84a704d6b538889a122","cba6a2d1669cd7372c48fe88da1a600d"
"5179","3776b48754b555b8bf8a43ab7acae46e","7280fba6e2b41a78926b912565a801b3"
"5187","fd9c6effa9b6f1e41b9d692d1948c42f","a334046a5e0806d9a591d6a3eb8fd269"
"5466","431913ebfe9c0e5be7f56cb08ccd835f","7d4a33248e62fa9beb67fcae6793558e"
"5571","6a1ec335f96e9ab2379bfc97eccd7a1f","3c6e71543506c572bbf4e961d09ebedf"
"5710","6ba3fbf5b80a081ec12b6a4f74367fce","8f8cf08d25db270d3e8b5cc094a4bed5"
"5852","b80428a3858acfc23c351ceb4c60a962","a25eb1a4244c59092cbb6b4ea6a86c71"
"5892","1966207ee953918641019f1e48dcd2cb","5353913b5e512238ebcc0ea81f82144d"
"5945","18aa47af6ae1fa0b4f003baeba971e13","b09d1a42a70d862e87aaafb5ca94411c"
"6011","072f0ad6b9692219fb7be6e2876bf028","669382ef0118915351cb8fa3582ff33c"
"6090","2f143f02a092a785032915b5f9436c79","fe0bd048b80458cc32a6ed899885a488"
"6165","7433d1335f9b12ef71e18bb5d67fe078","c152cf86e1be695d29aefa7398d694d5"
"6243","0473c852e7c08a7128a438abb5da530a","10a7303565d8fe00d955b3ad7771a985"
"6261","6bcc314210a97e34fc7e25b333147148","874f2674dad9737046e5962ea8f702c0"
"6368","530ec725ef5c9dcaf425226fa54be1a1","efc41f39bbb9d9a03c7e4e349e1a1285"
"6390","d288c558d163a1d9ac9999f7ed0bf6ba","71f8be8a404057902ec96f11fa3a1fc8"
"6420","980a17269816bde42cc426a458f0c18e","6d59a2c5be6880e74bb1798fe09a95e9"
"6529","0232b740726b44fe38261116b59b2c1f","5be5dfb96b3d24dcae820bc22f9c4417"
"6560","513cea30556c55041d3463e17df40476","ca503bcb21c36cc1c82389b4a8d665d8"
"6705","eab74b9e50bd2fe021c384fd4e7927ad","4b75b12f51a6721dce1714eeb61948f4"
"6826","6f81a2f244e8b6cc019fd3ab32842f71","5fb13cf43ecd87cbfee810e6be804a52"
"6873","6b75e94a7f7cb97dd2d66e37b7a0ee3c","1c20ad64d1378c1c80a49d7345f4e52a"
"6911","4a953777ddb9ac032df3485bfc0e9635","40177a75eee86db1c1e6bbc672ffe8a9"
"6933","f5b5e1385542fb9bd7f6c00d0c770ec8","f5354d96bf9bb99941ab552cfe22720c"
"6940","3f03b371ea633511d82ef8cf109dbc9d","a0f04874c3d74046c2875cc888f43fde"
"7012","6501731ef346cac4bd6b0ade12189452","9b1e584e74ac22029d01a70a629de851"
"7014","555260005792c7b0630888247f89bd28","2418a2354c552bab9c88df34038c53ac"
"7070","938a0eced02e9c30aae04dc10127d415","32ac4627f0bb72924c33ddb6d9cd1898"
"7128","0b22605d56e9c2c6f4da4500ad492e20","750d99008dfcfa1c7aecee64f6ef0c1a"
"7194","f8e5812d18ed9e95bf88382caa528d57","905838a5de1dcb5055c849d31a476bcd"
"7242","085fd4af97aeb5e5ee04fd65bf087244","a973a27b1a1f5bde73a5f339897d94a4"
"7257","7b6c7f710e5634fdc00744f66935f112","45ede2ceca34a6eb5c5f618a9519ff3c"
"7282","49870e84fc2ba21cdb8d50a7d63405dc","520518e9e7fa8edee2a551a1fd8d6bc6"
"7334","c981ec45283bf8e76f5e215b757bef88","009554328cb169feae441af5ab29a3c6"
"7424","7a52f9de25a5b84eca2d1abf30063fac","afd4bcfa1d919092f8fabba1e355f618"
"7675","86c0006d998ad0c0cbaf786d59dca0a2","53d2aae208f274c29a449c2e54a07fef"
"7803","32c752b27ee38dde82006b7898bd6c1d","7c3a7ff8224bea479992c81a6fc4aa1e"
"7841","a19a928f76127214202bffc0248e4bee","709433565f610b8b62f30bdb059ea172"
"8120","a6052ed74a298e74456cdf64c51953d4","c42e325d371489d3e651f9b7375baf1a"
"8304","08d54b9961e942237f4f894a3bd075b3","2834ed4335fa45a7320262843bc3a76e"
"8321","c8a373d8adc51c6b34ce9b02d3af4934","b180ccf4b6f86093e7f79f67a8fdf132"
"8340","c4c57c17fdd7adc16f24f69157b4b0aa","ff6f210abb985f83dfea92934d5a646f"
"8354","c49693b46b0686bd8e536f85d2162a1d","d9c4a7a3a71f9402c0997078a42ac0bc"
"8425","9d4cf67f20cfe41cdd93190d942791bf","ab61535695446fa78d68c00e0687cfdd"
"8567","2bd036350c1590262b239712d8a91364","87236a1107aad03de172db0600665713"
"8803","e22c2f540fd24a0ca902a60790f96ddb","3334550dfcdb23c001be12b9c453f853"
"8820","7190b5c6402393a4b09c827cb69a5f36","ccccb5bf0691117f614db4693f89ad0e"
"8878","ace58a60635c74610e78002880224159","ff3394a3f62320955d8ba1b39ca0a46f"
"8946","fb9f378cd02804d3292d295e24eeaed2","154ffc433ec380422c32eae4af26d030"
"8968","5ec4efcfccff537f51fe25cb4278a389","0a82c2efcc85fc9ca0d8dddff83b0439"
"9447","fae73678e9407c55973953c389e4f2e5","1ebbd19271bc2b618ff19b5da9665d3c"
"9463","1cd61d8d7500725cf8f7361677eea946","15ac0658457485906a09c54a5a3c8862"
"9528","2c397802a81802231f2225f5774faefe","2cb1ebc4e4c3d46aebf249da315a7a11"
"10134","c8871307c9fd2cd1ea4f6113e4ff6b68","fba3529f3203d3ea1991ca0350d821b5"
"10164","4c6200ef4c33b76105b54145ecd5df49","bf10869e798f3b5768524512397fb3da"
"10195","50c57d9754eaf5376938a97795045343","685d289f33bf38a10758c9328c4bc1b2"
"10295","254d89eeec55fcc8238c6ba8443d02cb","5b7e1449a5943e3680b7eab15a33e399"
"10317","2730a28e523b82d14af4feb02b5556af","7b4e7547954ac43340630e964d215168"
"10370","472849c532143d63b96c4f6e6560f9e0","28c220fa29092eb174da128d002ced1b"
"10397","404e05c107a7de9dbb8a30db8570dbfb","a0abb2a53b8e1426d64f35337da90614"
"10427","9561f503d38e8468828dd0d310b802fd","5e1698051feffc1a6768d89f03ba9169"
"10549","a1031f0d0a83afb842323299c52ee54b","4be468d0dfdb666dae7f8ff5b06e3e4e"
"10575","b1a8d8ebd0d2eb9d9f69e3e5910da92e","bcce4ec74bb6941a7d3458d97aba5171"
"10711","ea001127831e841fda5705e5aea072f6","e227bc0c65da2a9d7568beca07c71de7"
"10722","4e182af4c26970ba674999884a1c154d","c9aef62a2d66b6ba19b90a5fa928365c"
"10907","aa4b143c93a7e95bb332610c135e56d5","31039b3e32d520a66e53aeecb87ae4ad"
"11440","d9cfac28a66d7aff383766a5a1402d34","62128060a1b77b4706fee604f14d1b62"
"11480","9a61f7ef856199137cf6edc6513b6342","4f504ae8238ce7b530c2bd71ab7a74fd"
"11775","5f6bf0fb54f8c2e54f433d7f9a4eec80","17d4222aa5f984e15086a2387a174dbe"
"11793","d087b1443d1aa05f014d1d1dcaba85cf","1c30a1cb40931fe9e15aeac2b265ffe5"
"11826","d617148ea22762c84868f059e4da36e1","c6a46759897304af67d29ddfa9efd0ae"
"11901","d1cecb251a2e74bfcd41b2823aae1da6","e7d7785baf37d2e796154bb66e955d88"
"12206","7f6d483fd04ba9a0f6856437a9b73a93","18d1d2a1db7c9b587da1fb8488084ec5"
"12254","aae208bec84ac31a906bfbaa01c65fb4","3ac07ea6b5b405418912cdc989519853"
"12302","0424eb74b6ad900329705005713d2a86","7a20eadcde33a52502a70f75b249f7c2"
"12329","9da5b0227dccf37029a67a8c4e67a4c8","a6532f360591ae35b712c801657e4ec7"
